assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,126,0,0,3,432830,None,,0,0,-2,2,33.7,356,128,None,,0,2,0.0,0.0,0,Nathan,0.7,13,0,28.0,332,113,451,False,171.6,286,106,770,Suspended until 10 Apr,2022-03-13T01:00:21.096866Z,43,0,0,None,0,,432830.jpg,2.1,1,0,Collins,0.1,False,None,s,5,90,74.0,295,93,19,7990,2,11640,65,0.2,4.4,Collins,1
0,0,37,100,100,0,20066,None,,0,0,0,0,30.0,364,2,None,,0,1,-2.0,0.0,0,Wayne,0.0,6,0,9.3,418,28,480,False,62.8,391,30,180,,2021-10-28T12:30:12.207343Z,45,0,0,None,0,,20066.jpg,2.0,0,8,Hennessey,0.3,False,None,a,5,90,0.0,576,55,4,22053,30,23254,43,0.0,0.9,Hennessey,0
0,0,0,None,None,0,461096,None,,0,0,0,0,0.0,646,80,None,,0,4,-2.0,0.0,0,Lewis,0.0,0,0,0.0,654,79,533,False,0.0,653,78,0,,None,45,0,0,None,0,,461096.jpg,0.0,0,0,Richardson,3.3,False,None,a,5,90,0.0,633,78,0,538693,1945,306218,1988,0.0,0.0,Richardson,0
0,0,0,None,None,0,461102,None,,0,0,-1,1,0.0,502,189,None,,0,2,-2.0,0.0,0,Bobby,0.0,0,0,0.0,525,189,534,False,0.0,521,189,0,,None,39,0,0,None,0,,461102.jpg,0.0,0,0,Thomas,0.3,False,None,a,5,90,0.0,467,181,0,29746,101,25864,65,0.0,0.0,Thomas,0
0,0,0,None,None,0,461567,None,,0,0,-1,1,0.0,503,190,None,,0,2,-2.0,0.0,0,Owen,0.0,0,0,0.0,526,190,565,False,0.0,522,190,0,,None,39,0,0,None,0,,461567.jpg,0.0,0,0,Dodgson,0.1,False,None,a,5,90,0.0,468,182,0,10583,43,9592,23,0.0,0.0,Dodgson,0
1,1,124,100,100,4,17349,None,,-1,1,-2,2,59.3,307,165,None,,0,3,5.4,0.0,0,Aaron,3.7,16,2,31.8,316,144,575,False,149.0,313,130,1068,,2021-11-04T14:00:15.979548Z,48,0,0,None,0,,17349.jpg,2.5,0,0,Lennon,0.1,False,None,a,5,90,112.0,244,128,45,25101,421,17342,119,0.8,9.4,Lennon,2
0,5,152,100,100,4,149519,2,,0,0,-1,1,132.9,211,126,1,,1,3,0.4,0.0,0,Maxwel,1.2,15,6,74.8,166,88,578,False,266.8,214,87,1096,,2022-02-24T03:00:13.057923Z,59,0,0,None,0,,149519.jpg,3.8,0,0,Cornet,0.7,False,None,a,5,90,348.0,89,51,64,515297,1829,470291,506,0.2,10.8,Cornet,2
1,3,171,100,100,4,192290,None,,0,0,-1,1,96.6,248,71,None,,2,2,5.0,0.0,0,Connor,3.5,11,0,27.5,335,115,585,False,149.8,311,120,915,,2021-12-10T14:30:14.118965Z,44,0,0,None,0,,192290.jpg,3.5,0,0,Roberts,0.4,False,None,a,5,90,29.0,365,134,38,77969,1344,45650,320,0.8,8.6,Roberts,1
2,3,79,100,100,4,120202,None,,-1,1,-1,1,74.3,283,41,None,,1,4,5.0,0.0,0,Wout,3.5,9,1,31.8,317,46,700,False,107.6,353,43,752,,2022-02-13T22:00:17.195834Z,64,0,0,None,0,,120202.jpg,3.3,0,0,Weghorst,4.6,False,None,a,5,90,136.0,219,47,30,920784,28316,499069,4159,0.5,4.7,Weghorst,1
0,0,0,None,None,0,514229,None,,0,0,0,0,0.0,559,47,None,,0,1,-2.0,0.0,0,Sam,0.0,0,0,0.0,579,69,708,False,0.0,575,69,0,,None,40,0,0,None,0,,514229.jpg,0.0,0,0,Waller,0.0,False,None,a,5,90,0.0,525,34,0,1182,56,729,18,0.0,0.0,Waller,0
3,2,338,100,100,6,41328,None,,0,0,-4,4,230.1,143,32,None,,1,2,1.7,0.0,0,César,0.2,11,0,70.8,183,51,119,False,334.8,163,68,1434,,2022-02-27T23:00:19.122681Z,56,0,0,None,0,,41328.jpg,3.8,0,0,Azpilicueta,3.0,False,None,a,6,8,142.0,216,56,68,857167,1129,998112,253,0.0,12.1,Azpilicueta,0
0,0,0,0,0,0,44346,None,,0,0,0,0,0.0,711,92,None,,0,4,0.0,0.0,0,Olivier,0.0,0,0,0.0,711,92,120,False,0.0,711,92,0,Transferred to AC Milan,2021-07-18T11:00:04.218580Z,65,0,0,None,0,,44346.jpg,0.0,0,0,Giroud,0.0,False,None,u,6,8,0.0,711,92,0,0,0,1139,0,0.0,0.0,Giroud,0
1,13,506,100,100,9,51090,None,,0,0,2,-2,81.7,273,79,None,,2,2,5.5,0.0,0,Thiago,4.0,16,3,90.5,127,27,121,False,633.6,15,4,1912,,2022-01-06T12:00:15.777057Z,57,0,0,None,0,,51090.jpg,4.7,0,0,Emiliano da Silva,8.0,False,None,a,6,8,189.0,184,39,108,1158947,7107,821607,3600,0.7,18.9,Thiago Silva,2
4,9,333,100,100,6,82263,2,,0,0,0,0,390.3,67,12,1,,3,2,2.5,0.0,0,Marcos,1.0,14,1,100.1,98,15,122,False,325.6,172,72,1445,,2022-03-05T23:30:14.957642Z,55,0,0,None,0,,82263.jpg,4.1,0,0,Alonso,7.6,False,None,a,6,8,283.0,126,15,78,3143704,1680,3041369,1729,0.2,14.2,Alonso,6
2,11,445,100,100,10,85955,None,,0,0,-2,2,306.7,97,64,None,,3,3,5.3,0.0,0,Jorge Luiz,3.8,14,6,101.0,94,62,123,False,511.0,67,25,1866,,2021-12-17T14:00:13.260354Z,58,0,0,1,0,,85955.jpg,4.1,0,0,Frello Filho,4.6,False,None,a,6,8,192.0,183,101,98,868019,2685,966448,1574,0.7,16.9,Jorginho,4
0,0,18,None,None,1,88894,None,,0,0,-3,3,104.8,236,137,None,,0,3,1.5,0.0,0,Ross,0.0,1,0,16.3,385,168,124,False,19.2,451,192,150,,None,52,0,0,None,0,,88894.jpg,1.4,0,0,Barkley,0.1,False,None,a,6,8,38.0,350,174,7,5665,10,12940,16,0.0,1.3,Barkley,0
5,7,293,100,100,7,91651,None,,0,0,0,0,295.2,105,72,None,,1,3,2.5,0.0,0,Mateo,1.0,7,2,77.5,158,82,125,False,346.0,153,55,1272,,2022-02-23T00:00:12.657795Z,50,0,0,None,0,,91651.jpg,3.4,0,0,Kovacic,2.0,False,None,a,6,8,133.0,221,115,68,1205960,487,1155874,741,0.2,13.6,Kovacic,4
0,0,0,0,0,0,94245,None,,0,0,0,0,0.0,699,89,None,,0,4,0.0,0.0,0,Michy,0.0,0,0,0.0,702,89,126,False,0.0,702,89,0,Joined Besiktas on a season-long loan - Expected back 01 Jul,2021-08-18T17:00:13.253920Z,55,0,0,None,0,,94245.jpg,0.0,0,0,Batshuayi,0.0,False,None,u,6,8,0.0,698,89,0,1384,0,14256,2,0.0,0.0,Batshuayi,0
3,7,518,100,100,12,102380,None,,0,0,6,-6,214.9,151,35,None,,2,2,5.7,0.0,0,Antonio,4.2,18,2,102.0,93,12,127,False,450.4,88,34,2340,,2021-10-11T19:00:14.353765Z,61,0,0,None,0,,102380.jpg,4.6,0,0,Rüdiger,24.4,False,None,a,6,8,354.0,87,5,119,4135451,20655,2823705,4870,0.7,19.5,Rüdiger,6
0,1,89,None,None,2,109745,None,,0,0,-4,4,0.0,672,75,None,,0,1,1.5,0.0,0,Kepa,0.0,2,0,9.6,417,27,129,False,95.6,362,27,360,,None,46,0,0,None,0,,109745.jpg,4.8,0,11,Arrizabalaga,0.4,False,None,a,6,8,0.0,658,66,19,64495,47,68738,250,0.0,4.1,Arrizabalaga,0
3,2,270,100,100,7,116594,None,,0,0,-1,1,247.9,130,86,None,,0,3,4.7,0.0,0,N'Golo,3.2,9,2,70.8,182,95,130,False,330.6,167,60,1193,,2022-01-06T12:00:15.809189Z,49,0,0,None,0,,116594.jpg,3.1,0,0,Kanté,2.4,False,None,a,6,8,130.0,224,117,58,378386,936,585760,586,0.7,11.8,Kanté,1
2,9,215,100,100,7,124183,3,,0,0,-2,2,296.9,104,71,4,,1,3,4.7,0.0,0,Hakim,3.2,5,4,97.7,103,64,131,False,291.6,198,78,963,,2022-02-23T00:00:12.676868Z,73,0,0,4,0,,124183.jpg,4.3,0,0,Ziyech,1.1,False,None,a,6,8,390.0,74,44,65,239947,1334,207644,1681,0.4,8.9,Ziyech,3
3,1,140,100,100,2,126187,None,,0,0,-1,1,127.1,216,129,None,,0,3,2.3,0.0,0,Ruben,0.8,10,0,42.1,278,126,132,False,152.2,310,129,773,,2021-12-17T14:00:13.292336Z,54,0,0,None,0,,126187.jpg,2.2,0,0,Loftus-Cheek,0.1,False,None,a,6,8,142.0,215,114,33,29618,17,32417,25,0.1,6.1,Loftus-Cheek,1
0,3,284,100,100,7,135363,None,,0,0,-4,4,89.5,258,74,None,,0,2,5.5,0.0,0,Andreas,4.0,9,0,35.6,301,99,133,False,248.2,227,88,1269,,2022-02-27T23:00:19.145038Z,46,0,0,None,0,,135363.jpg,3.6,0,0,Christensen,1.4,False,None,a,6,8,18.0,390,143,57,566207,581,576546,165,0.9,12.4,Christensen,2
1,1,66,100,100,3,165153,None,,0,0,-4,4,49.7,322,47,None,,0,4,2.7,0.0,0,Timo,1.2,6,1,53.9,244,37,134,False,75.2,376,47,733,,2021-12-17T00:30:15.095730Z,86,0,0,None,0,,165153.jpg,2.1,0,0,Werner,1.5,False,None,a,6,8,421.0,66,28,29,220250,612,500701,394,0.1,3.4,Werner,1
1,5,158,0,0,4,172850,5,,0,0,-4,4,161.0,187,43,None,,2,2,0.0,0.0,0,Benjamin,0.0,2,3,54.0,242,81,135,False,175.6,283,105,540,Knee injury - Expected back 01 Sep,2021-11-23T23:30:11.606654Z,56,0,0,None,0,,172850.jpg,9.0,0,0,Chilwell,3.1,False,None,i,6,8,202.0,177,37,54,1605647,10,2366225,323,0.0,9.6,Chilwell,0
0,0,0,0,0,0,173879,None,,0,0,0,0,0.0,712,93,None,,0,4,0.0,0.0,0,Tammy,0.0,0,0,0.0,712,93,136,False,0.0,712,93,0,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,0,0,None,0,,173879.jpg,0.0,0,0,Abraham,0.1,False,None,u,6,8,0.0,712,93,0,2438,0,42269,4,0.0,0.0,Abraham,0
1,2,142,100,100,5,176413,None,,0,0,-1,1,141.8,204,120,None,,0,3,5.5,0.0,0,Christian,4.0,7,4,65.5,207,103,137,False,210.4,258,104,944,,2022-03-11T00:30:19.294431Z,79,0,0,None,0,,176413.jpg,3.5,0,0,Pulisic,0.7,False,None,a,6,8,302.0,114,63,53,137672,441,219488,309,0.5,6.7,Pulisic,2
8,11,424,100,100,8,184341,1,,0,0,0,0,660.4,13,11,2,,4,3,6.3,0.0,0,Mason,4.8,14,8,191.6,16,12,138,False,595.0,31,13,1662,,2022-02-13T11:00:11.871030Z,75,0,0,2,0,,184341.jpg,5.1,0,0,Mount,13.9,False,None,a,6,8,663.0,29,16,123,3848978,15144,4382623,4295,0.6,16.4,Mount,2
0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,610,234,None,,0,2,0.0,0.0,0,Ethan,0.0,0,0,0.0,619,234,139,False,0.0,617,235,0,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,0,0,None,0,,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,u,6,8,0.0,593,232,0,1370,0,8061,0,0.0,0.0,Ampadu,0
4,1,163,75,75,6,209046,None,,0,0,-2,2,326.9,85,58,None,,0,3,1.1,0.0,0,Callum,0.0,8,1,82.7,144,79,140,False,175.4,285,121,958,Achilles injury - 75% chance of playing,2022-03-11T18:30:13.374201Z,53,0,0,None,0,,209046.jpg,3.3,0,0,Hudson-Odoi,0.3,False,None,d,6,8,326.0,102,57,49,164329,6,166635,187,0.0,9.2,Hudson-Odoi,1
3,5,200,100,100,9,219847,None,,1,-1,-6,6,161.1,186,114,None,,1,3,10.3,0.0,0,Kai,8.8,9,6,114.6,68,45,141,False,334.4,164,58,1300,,2021-12-23T19:30:12.094536Z,79,0,0,3,0,,219847.jpg,4.2,0,0,Havertz,6.1,False,None,a,6,8,658.0,31,18,85,1155995,44394,1584976,1981,1.1,10.8,Havertz,2
6,19,386,75,75,6,225796,4,,0,0,7,-7,471.3,39,9,3,,5,2,4.5,0.0,0,Reece,4.5,10,5,119.4,62,6,142,False,433.2,95,38,1184,Muscle injury - 75% chance of playing,2022-03-09T14:00:12.654443Z,62,1,0,None,0,,225796.jpg,6.4,1,0,James,12.0,False,None,d,6,8,288.0,123,14,109,4552816,7298,4291358,9149,0.7,17.6,James,4
0,3,434,100,100,11,228286,None,,0,0,1,-1,0.0,709,83,None,,0,1,6.3,0.0,0,Edouard,4.8,17,0,43.9,268,16,143,False,442.2,91,16,2160,,2022-01-01T17:00:18.799751Z,61,0,0,None,0,,228286.jpg,4.2,0,59,Mendy,11.6,False,None,a,6,8,0.0,709,83,102,1514569,7739,1653544,1382,0.8,16.7,Mendy,3
0,4,128,None,None,4,204727,None,,0,0,-1,1,36.8,353,126,None,,0,2,4.7,0.0,0,Malang,3.2,1,0,12.8,402,147,501,False,90.8,365,143,420,,None,49,0,0,None,0,,204727.jpg,5.8,0,0,Sarr,0.2,False,None,a,6,8,1.0,444,171,29,19480,169,16525,107,0.7,5.9,Sarr,1
1,9,325,100,100,7,180736,None,,0,0,-3,3,66.2,291,88,None,,3,2,8.0,0.0,0,Trevoh,6.5,8,3,51.4,250,82,527,False,348.6,152,61,1177,,2022-01-06T12:00:17.462125Z,47,0,0,None,0,,180736.jpg,4.9,0,0,Chalobah,2.4,False,None,a,6,8,101.0,259,73,83,849770,12954,797444,911,1.4,17.7,Chalobah,2
1,9,216,100,100,6,66749,None,,0,0,-1,1,202.8,156,23,None,,1,4,2.5,0.0,0,Romelu,1.0,8,5,95.3,108,23,529,False,248.6,226,25,1208,,2021-12-17T00:30:15.590764Z,114,0,0,None,0,,66749.jpg,3.3,0,0,Lukaku,7.8,False,None,a,6,8,503.0,53,22,63,4003944,636,4392372,1854,0.1,5.5,Lukaku,0
0,0,3,0,0,0,109533,None,,0,0,0,0,0.1,481,180,None,,0,2,0.0,0.0,0,Emerson,0.0,0,0,0.2,501,180,539,False,0.0,609,233,4,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,0,0,None,0,,109533.jpg,1.0,0,0,Palmieri dos Santos,0.0,False,None,u,6,8,2.0,435,167,1,868,0,2234,0,0.0,0.2,Emerson,0
1,0,49,None,None,1,89335,None,,0,0,-6,6,47.0,333,172,None,,0,3,3.5,0.0,0,Saúl,2.0,3,0,13.9,396,174,592,False,53.8,399,167,343,,None,49,0,0,None,0,,89335.jpg,1.6,0,0,Ñíguez,0.1,False,None,a,6,8,39.0,348,172,13,40169,11,39756,31,0.4,2.7,Saúl,1
0,0,0,None,None,0,122074,None,,0,0,0,0,0.0,514,33,None,,0,1,1.5,0.0,0,Marcus,0.0,0,0,0.0,534,55,606,False,0.0,530,55,0,,None,40,0,0,None,0,,122074.jpg,0.0,0,0,Bettinelli,0.0,False,None,a,6,8,0.0,479,20,0,6073,15,4629,23,0.0,0.0,Bettinelli,0
0,0,0,None,None,0,487838,None,,0,0,0,0,0.0,658,265,None,,0,3,1.5,0.0,0,Lewis,0.0,0,0,0.0,664,265,671,False,0.0,664,265,0,,None,45,0,0,None,0,,487838.jpg,0.0,0,0,Hall,0.0,False,None,a,6,8,0.0,643,264,0,301,3,184,5,0.0,0.0,Hall,0
0,0,0,None,None,0,491785,None,,0,0,0,0,0.0,662,268,None,,0,3,1.5,0.0,0,Harvey,0.0,0,0,0.0,666,267,672,False,0.0,666,267,0,,None,45,0,0,None,0,,491785.jpg,0.0,0,0,Vale,0.0,False,None,a,6,8,0.0,647,267,0,369,3,218,4,0.0,0.0,Vale,0
0,0,0,None,None,0,167767,None,,0,0,0,0,0.0,605,233,None,,0,2,1.5,0.0,0,Robert Kenedy,0.0,0,0,0.0,614,233,690,False,0.0,612,234,0,,None,45,0,0,None,0,,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,None,a,6,8,0.0,588,231,0,668,13,439,9,0.0,0.0,Kenedy,0
6,16,427,100,100,7,232787,1,,0,0,6,-6,549.2,18,14,1,,4,3,3.1,0.0,0,Conor,3.6,31,8,175.1,22,15,144,False,631.0,17,6,2199,,2022-02-12T18:30:10.889226Z,61,0,0,None,0,,232787.jpg,4.9,0,0,Gallagher,12.5,False,None,a,7,31,572.0,45,27,123,4431306,6233,3509947,6123,0.6,20.2,Gallagher,8
0,7,444,100,100,8,40836,None,,0,0,1,-1,0.0,671,74,None,,0,1,3.1,0.0,0,Vicente,3.6,29,0,49.9,255,14,146,False,500.2,70,14,2115,,2022-02-19T20:00:13.664835Z,46,0,0,None,0,,40836.jpg,3.7,0,68,Guaita,5.8,False,None,a,7,31,0.0,657,65,89,818368,2511,756808,1250,0.8,19.3,Guaita,2
0,2,97,100,100,0,49413,None,,0,0,-2,2,22.0,383,138,None,,1,2,-0.5,0.0,0,James,0.0,11,1,25.1,348,122,147,False,140.4,320,124,545,,2022-01-13T13:30:17.509851Z,43,0,0,None,0,,49413.jpg,2.1,0,0,Tomkins,0.1,False,None,a,7,31,88.0,276,84,17,20315,16,24057,26,0.0,4.0,Tomkins,2
3,5,229,0,0,4,50471,None,,0,0,-2,2,186.0,169,106,None,,0,3,0.0,0.0,0,James,1.8,14,0,51.8,249,117,148,False,252.0,223,91,1164,Knock - Unknown return date,2022-03-05T21:00:17.710207Z,43,0,0,None,0,,50471.jpg,2.9,0,0,McArthur,1.2,False,None,i,7,31,81.0,286,147,43,559411,83,522104,584,0.4,10.0,McArthur,3
1,6,166,None,None,4,54861,None,,0,0,-5,5,164.3,185,30,None,,1,4,-0.3,0.0,0,Christian,0.2,19,4,92.2,119,26,149,False,247.8,228,26,1105,,None,60,0,0,None,0,,54861.jpg,2.5,0,0,Benteke,1.2,False,None,a,7,31,515.0,52,21,55,496664,205,532929,496,0.0,9.2,Benteke,3
1,5,354,100,100,7,55037,None,,0,0,0,0,83.2,266,76,None,,0,2,2.5,0.0,0,Cheikhou,3.0,24,0,40.1,285,96,150,False,277.4,207,81,1662,,2022-01-01T17:00:18.824065Z,45,0,0,None,0,,55037.jpg,3.1,0,0,Kouyaté,0.5,False,None,a,7,31,40.0,344,121,68,94317,145,102263,82,0.7,15.1,Kouyaté,2
0,0,0,None,None,0,58786,None,,0,0,-2,2,0.0,483,181,None,,0,2,-0.5,0.0,0,Martin,0.0,0,0,0.0,507,181,151,False,0.0,503,181,0,,None,38,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,1.2,False,None,a,7,31,0.0,447,172,0,110346,3009,113188,711,0.0,0.0,Kelly,0
0,0,98,100,100,1,66975,4,,0,0,-2,2,145.2,199,118,2,,0,3,-0.5,0.0,0,Luka,0.0,13,0,25.3,347,156,152,False,70.2,386,161,647,,2021-08-13T13:00:14.777540Z,53,1,0,2,0,,66975.jpg,1.2,0,0,Milivojevic,0.0,False,None,a,7,31,38.0,351,175,15,3453,5,10184,7,0.0,2.8,Milivojevic,1
4,1,204,100,100,7,80146,None,,0,0,-2,2,321.0,91,14,4,,0,4,0.9,0.0,0,Jordan,1.4,25,1,92.1,120,27,153,False,242.0,233,28,1551,,2022-01-01T17:00:18.836063Z,58,0,0,None,0,,80146.jpg,2.3,0,0,Ayew,0.7,False,None,a,7,31,358.0,83,32,57,312978,223,327760,307,0.2,9.8,Ayew,1
1,7,280,100,100,7,82403,None,,0,0,-2,2,470.9,40,28,None,,2,3,5.5,0.0,0,Wilfried,6.0,27,9,161.1,28,19,154,False,508.8,68,26,2021,,2022-01-01T17:00:18.848007Z,68,0,1,1,0,,82403.jpg,4.2,1,0,Zaha,5.2,False,None,a,7,31,633.0,36,21,100,1154328,3827,1313108,2515,0.9,14.7,Zaha,3
2,2,200,100,100,6,86417,None,,0,0,-1,1,139.6,205,121,None,,1,3,3.5,0.0,0,Jeffrey,4.0,14,3,74.2,169,90,155,False,274.2,209,82,1284,,2021-09-10T13:30:16.079290Z,54,0,0,None,0,,86417.jpg,2.8,0,0,Schlupp,0.1,False,None,a,7,31,327.0,101,56,64,10052,98,11533,56,0.7,11.9,Schlupp,1
0,3,81,None,None,0,105666,None,,0,0,-1,1,0.0,582,63,None,,1,1,0.5,0.0,0,Jack,1.0,9,0,10.9,409,26,156,False,107.8,352,26,495,,None,44,0,0,None,1,,105666.jpg,3.2,0,10,Butland,0.4,False,None,a,7,31,0.0,555,52,19,146686,31,153459,118,0.2,4.3,Butland,0
0,0,16,None,None,0,173954,None,,0,0,-3,3,27.5,374,188,None,,0,3,-0.5,0.0,0,Jairo,0.0,5,0,4.0,450,199,157,False,11.2,465,199,116,,None,47,0,0,None,0,,173954.jpg,1.3,0,0,Riedewald,0.0,False,None,a,7,31,2.0,440,207,4,2357,4,4349,8,0.0,0.9,Riedewald,0
0,0,0,None,None,0,185478,None,,0,0,-3,3,0.0,566,226,None,,0,2,-0.5,0.0,0,Jarosław,0.0,0,0,0.0,584,226,158,False,0.0,580,226,0,,None,42,0,0,None,0,,185478.jpg,0.0,0,0,Jach,0.0,False,None,a,7,31,0.0,534,220,0,1034,3,3505,4,0.0,0.0,Jach,0
1,4,125,None,None,3,231747,None,,0,0,-3,3,61.1,305,45,None,,0,4,3.5,0.0,0,Jean-Philippe,4.0,8,3,53.3,245,38,159,False,164.6,294,36,647,,None,52,0,0,None,0,,231747.jpg,2.7,0,0,Mateta,0.6,False,None,a,7,31,308.0,108,37,38,90497,4802,50578,792,0.8,7.3,Mateta,1
0,0,22,100,100,1,232413,None,,0,0,-1,1,24.3,375,189,None,,0,3,-0.3,0.0,0,Eberechi,0.2,3,0,4.5,445,197,160,False,11.0,467,201,138,,2021-06-22T11:30:10.551607Z,59,0,0,None,0,,232413.jpg,1.2,0,0,Eze,0.1,False,None,a,7,31,9.0,410,198,7,121657,48,121739,36,0.0,1.2,Eze,1
0,0,3,0,0,0,232423,None,,0,0,0,0,0.0,625,236,None,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,634,236,161,False,0.2,502,180,8,Hamstring injury - Expected back 02 Apr,2022-02-08T17:00:15.212446Z,45,0,0,None,0,,232423.jpg,1.0,0,0,Ferguson,0.0,False,None,i,7,31,0.0,610,234,1,1287,3,1392,4,0.0,0.2,Ferguson,0
2,5,465,None,None,8,244723,None,,0,0,0,0,319.7,93,18,None,,1,2,3.9,0.0,0,Tyrick,4.4,38,0,94.1,111,22,162,False,538.4,53,18,2601,,None,45,0,0,None,0,,244723.jpg,3.1,0,0,Mitchell,1.2,False,None,a,7,31,83.0,284,88,90,239974,1764,196949,459,1.0,20.0,Mitchell,0
2,2,145,None,None,2,108413,2,,0,0,-3,3,126.5,218,130,None,,0,3,-0.1,0.0,0,Will,0.4,15,0,30.0,323,146,386,False,121.8,335,143,816,,None,47,0,0,None,0,,108413.jpg,2.4,0,0,Hughes,0.1,False,None,a,7,31,52.0,329,165,29,14410,17,15421,32,0.1,6.2,Hughes,3
5,8,250,100,100,3,443661,3,,0,0,-1,1,301.4,102,69,3,,0,3,2.9,0.0,0,Michael,3.4,13,2,80.6,150,81,464,False,272.8,211,84,959,,2021-08-08T17:30:05.380772Z,54,0,0,None,0,,443661.jpg,3.0,0,0,Olise,0.4,False,None,a,7,31,232.0,151,84,65,115718,611,82173,450,0.6,12.0,Olise,3
0,2,336,100,100,6,55494,None,,0,0,0,0,125.6,219,57,None,,0,2,-0.5,0.0,0,Joel,0.0,34,0,56.5,233,75,474,False,384.8,119,47,2070,,2022-02-23T00:00:13.508813Z,45,0,0,None,0,,55494.jpg,2.4,0,0,Ward,0.2,False,None,a,7,31,53.0,327,110,55,29853,19,37573,26,0.0,12.2,Ward,6
0,4,513,None,None,8,209036,None,,0,0,0,0,62.3,302,97,None,,0,2,3.1,0.0,0,Marc,3.6,35,2,82.9,142,34,477,False,555.6,46,13,2520,,None,45,0,0,None,0,,209036.jpg,3.2,0,0,Guéhi,1.4,False,None,a,7,31,208.0,167,32,90,295397,1132,212512,431,0.8,20.0,Guéhi,4
2,6,416,100,100,8,174874,None,,0,0,0,0,128.9,215,55,None,,0,2,3.1,0.0,0,Joachim,3.6,29,0,65.9,204,62,488,False,426.2,101,41,2104,,2021-12-29T00:30:20.444875Z,45,1,0,None,0,,174874.jpg,3.2,0,0,Andersen,0.4,False,None,a,7,31,103.0,256,71,79,66733,150,77364,100,0.8,17.6,Andersen,3
0,0,95,None,None,2,57328,None,,0,0,-2,2,22.3,381,136,None,,0,2,3.1,0.0,0,Nathaniel,3.6,4,0,10.4,411,152,493,False,72.4,381,147,541,,None,43,0,0,None,0,,57328.jpg,2.9,0,0,Clyne,0.1,False,None,a,7,31,9.0,405,152,20,5398,180,9412,32,0.8,4.7,Clyne,1
0,0,0,None,None,0,223824,None,,0,0,-1,1,0.0,496,185,None,,0,2,-0.5,0.0,0,Reece,0.0,0,0,0.0,519,185,540,False,0.0,515,185,0,,None,39,0,0,None,0,,223824.jpg,0.0,0,0,Hannam,0.1,False,None,a,7,31,0.0,461,177,0,8710,26,8678,21,0.0,0.0,Hannam,0
0,0,3,None,None,0,450542,None,,0,0,-1,1,5.0,433,204,None,,0,3,-0.5,0.0,0,Jesurun,0.0,0,0,0.6,495,215,541,False,1.0,499,218,13,,None,44,0,0,None,0,,450542.jpg,1.0,0,0,Rak-Sakyi,0.0,False,None,a,7,31,0.0,567,223,1,3528,2,3462,7,0.0,0.2,Rak-Sakyi,0
0,0,0,0,0,0,448482,None,,0,0,0,0,0.0,642,78,None,,0,4,0.0,0.0,0,Robert,0.0,0,0,0.0,650,77,542,False,0.0,649,76,0,Joined Newport County on loan until the end of the season - Expected back 01 Jul,2022-01-26T23:30:10.317190Z,45,0,0,None,0,,448482.jpg,0.0,0,0,Street,0.9,False,None,u,7,31,0.0,628,76,0,230800,0,189066,177,0.0,0.0,Street,0
0,0,0,None,None,0,462831,None,,0,0,0,0,0.0,652,260,None,,0,3,-0.5,0.0,0,Scott,0.0,0,0,0.0,659,260,543,False,0.0,658,260,0,,None,45,0,0,None,0,,462831.jpg,0.0,0,0,Banks,0.0,False,None,a,7,31,0.0,638,259,0,6366,7,5550,20,0.0,0.0,Banks,0
0,0,0,None,None,0,169593,None,,0,0,-1,1,0.0,492,20,None,,0,1,-0.5,0.0,0,Remi,0.0,0,0,0.0,515,45,561,False,0.0,511,45,0,,None,39,0,0,None,0,,169593.jpg,0.0,0,0,Matthews,0.4,False,None,a,7,31,0.0,456,7,0,54030,597,26042,207,0.0,0.0,Matthews,0
4,9,262,None,None,7,199670,None,,-1,1,-3,3,222.0,148,21,None,,2,4,-0.3,0.0,0,Odsonne,0.2,18,6,111.8,72,18,586,False,356.2,139,16,1263,,None,62,0,0,3,0,,199670.jpg,3.5,0,0,Edouard,3.7,False,None,a,7,31,537.0,49,20,81,1600205,987,1325535,5105,0.0,13.1,Edouard,2
