first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Neeskens,Kebano,0,0,7,101,3,8.3,17.6,8.0,0,24,3.4,0,0,0,0.0,43
Rui Pedro,da Rocha Fonte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Aboubakar,Kamara,3,0,28,688,17,149.5,150.0,244.0,2,82,53.1,1,0,2,5.1,45
Maxime,Le Marchand,0,1,38,2250,53,131.7,577.8,99.0,1,409,81.2,3,0,5,0.2,42
Jean Michael,Seri,1,3,72,2239,54,849.4,460.2,164.0,6,422,147.5,3,0,6,1.3,49
Cyrus,Christie,0,1,42,1941,42,293.1,423.2,107.0,2,278,82.2,3,0,7,0.2,42
Fabricio,Agosto Ramírez,0,0,8,180,5,0.0,115.2,0.0,2,47,11.5,0,0,0,0.2,42
André,Schürrle,6,0,75,1638,43,310.6,361.8,474.0,2,260,114.0,2,0,2,2.1,55
Aleksandar,Mitrovic,11,4,134,3280,78,499.5,638.8,1593.0,12,350,273.4,5,0,7,10.8,63
Alfie,Mawson,0,0,19,1130,26,23.2,259.2,31.0,2,174,31.3,1,0,2,0.1,47
Sergio,Rico,0,0,86,2610,56,20.3,851.4,0.0,8,519,87.1,5,0,1,0.7,44
Joe,Bryan,0,1,52,2344,54,385.4,469.2,226.0,4,397,108.1,5,0,5,0.2,48
Timothy,Fosu-Mensah,0,0,14,791,18,100.3,136.4,28.0,1,119,26.4,1,0,3,0.3,45
André-Frank,Zambo Anguissa,0,0,37,1512,33,137.0,315.8,163.0,0,235,61.4,3,1,1,0.1,44
Luciano,Vietto,1,4,47,980,21,306.8,206.2,346.0,4,171,85.6,1,0,1,0.4,53
Ibrahima,Cissé,0,0,4,86,4,2.1,11.6,0.0,0,16,1.4,0,0,0,0.1,43
Zeze Steven,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ryan,Babel,5,4,75,1250,26,336.8,322.0,355.0,8,246,101.5,3,0,3,1.7,56
Håvard,Nordtveit,0,1,8,361,10,31.4,93.0,0.0,0,70,12.4,0,0,0,0.0,45
Lazar,Markovic,0,0,1,45,1,13.0,6.2,4.0,0,3,2.3,0,0,0,0.0,47
Harvey,Elliott,0,0,2,18,1,1.7,3.8,17.0,0,7,2.2,0,0,0,0.6,40
Luca,De La Torre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jason,Puncheon,0,0,15,392,9,79.9,43.6,39.0,0,50,16.3,1,0,1,1.0,41
Ben,Hamer,0,0,9,552,21,0.0,158.0,0.0,0,98,15.7,0,0,0,5.3,39
Jonas,Lössl,0,1,99,2777,54,40.3,764.2,4.0,9,541,80.7,5,0,1,1.5,44
Christopher,Schindler,1,1,76,3260,72,35.8,679.4,169.0,7,517,88.7,5,1,4,2.0,42
Chris,Löwe,0,4,49,2052,55,379.9,325.8,183.0,6,313,88.8,1,0,2,0.1,44
Tommy,Smith,0,0,9,1141,37,116.2,161.4,36.0,0,141,31.5,1,1,2,0.1,44
Mathias,Jorgensen,3,1,67,2147,38,103.7,544.2,169.0,4,402,81.9,3,0,6,2.3,44
Scott,Malone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40
Florent,Hadergjonaj,0,0,50,1837,36,395.7,286.8,80.0,1,307,76.2,4,0,1,0.1,43
Terence,Kongolo,1,1,60,2716,65,138.5,581.0,160.0,4,429,88.1,4,0,4,0.2,43
Aaron,Mooy,3,1,76,2326,48,725.2,510.8,359.0,5,411,159.7,3,0,4,1.0,50
Rajiv,van La Parra,0,0,10,405,6,57.6,27.8,41.0,0,13,12.6,1,0,0,0.0,46
Jonathan,Hogg,0,1,54,2369,44,271.1,390.4,70.0,3,326,72.5,5,1,8,0.2,44
Philip,Billing,2,0,63,2187,43,341.0,494.6,375.0,4,317,121.3,5,0,7,1.0,45
Tom,Ince,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Danny,Williams,0,0,6,94,1,11.4,8.6,1.0,0,12,2.0,1,0,1,0.0,45
Abdelhamid,Sabiri,0,0,2,48,3,0.5,4.2,2.0,0,6,0.7,0,0,0,0.0,43
Alex,Pritchard,2,0,69,2079,40,497.9,297.4,546.0,2,251,134.0,7,0,2,0.1,48
Ramadan,Sobhi,0,0,4,75,2,48.2,15.4,6.0,0,13,6.9,0,0,0,0.1,47
Juninho,Bacuna,1,0,39,1410,37,278.8,246.4,131.0,1,179,65.9,0,0,4,0.4,42
Collin,Quaner,0,0,2,37,2,13.7,2.2,0.0,0,3,1.6,0,0,0,3.5,43
Laurent,Depoitre,0,1,34,1058,23,124.3,51.6,381.0,0,40,54.8,0,0,1,0.3,51
Steve,Mounie,2,4,69,1767,38,251.7,226.4,788.0,4,153,123.9,5,1,1,0.2,58
Elias,Kachunga,0,0,29,1175,30,109.0,83.6,180.0,0,41,36.7,1,0,2,0.1,48
Erik,Durm,0,1,49,2049,45,209.2,281.8,114.0,2,297,60.7,3,0,0,0.1,44
Adama,Diakhaby,0,1,19,548,16,80.6,40.0,115.0,0,38,23.4,1,0,1,0.0,45
Isaac,Mbenza,1,1,38,977,25,118.5,110.4,174.0,0,127,40.0,0,0,1,0.0,59
Jon Gorenc,Stankovic,1,0,24,715,20,28.2,166.6,101.0,2,127,29.5,2,0,2,2.9,39
Ryan,Schofield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Karlan,Grant,3,2,45,873,23,109.6,141.8,308.0,5,123,55.9,1,0,0,0.2,50
Joel,Coleman,0,0,2,90,1,0.0,14.8,0.0,0,13,1.5,0,0,0,0.0,40
Demeaco,Duhaney,0,0,1,45,0,1.6,3.8,0.0,0,1,0.5,0,0,0,0.0,40
Matthew,Daly,0,0,2,73,1,1.0,0.6,2.0,0,5,0.4,0,0,0,0.0,45
Aaron,Rowe,0,0,2,68,1,1.2,0.0,0.0,0,-2,0.0,0,0,0,0.0,45
Kasper,Schmeichel,0,0,120,3420,48,10.0,756.8,4.0,6,618,76.9,10,0,3,4.7,50
Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Wes,Morgan,3,0,76,1924,28,40.1,471.0,293.0,7,365,80.5,6,2,1,1.6,45
Christian,Fuchs,0,0,3,206,5,85.6,50.4,14.0,0,38,14.9,0,0,0,0.4,41
Danny,Simpson,0,0,12,289,4,13.2,74.6,2.0,0,50,9.0,1,0,0,0.2,42
Yohan,Benalouane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39
Benjamin,Chilwell,0,5,118,3240,43,674.6,721.0,298.0,8,578,170.0,10,0,4,2.8,50
Harry,Maguire,3,1,92,2596,41,165.3,715.8,462.0,10,533,134.3,6,1,6,8.3,54
Ricardo Domingos,Barbosa Pereira,2,8,146,3123,45,517.6,889.0,430.0,22,693,183.7,10,0,7,10.6,53
Jonny,Evans,1,0,77,1993,26,66.1,460.0,158.0,3,418,68.5,8,0,2,0.4,48
Marc,Albrighton,2,2,63,1617,17,446.8,371.2,242.0,4,279,106.1,5,0,3,0.3,51
Demarai,Gray,4,1,84,1978,29,310.2,320.2,599.0,3,244,122.5,6,0,2,0.9,54
Daniel,Amartey,0,0,15,639,9,46.7,139.0,21.0,0,103,20.8,1,0,2,0.2,43
Wilfred,Ndidi,2,0,89,3295,47,342.4,726.0,346.0,4,571,141.6,9,0,8,0.8,49
Vicente,Iborra,0,0,9,224,4,27.8,26.8,25.0,0,31,8.0,0,0,0,0.0,47
Matty,James,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Hamza,Choudhury,0,0,20,593,4,73.7,119.6,51.0,0,80,24.6,4,0,0,0.1,43
Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0.0,0,16,2.1,0,0,0,0.1,47
Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0.0,0,4,2.3,0,0,0,0.0,46
James,Maddison,7,7,137,2831,44,1515.0,801.4,769.0,12,619,308.4,8,1,3,5.2,66
Jamie,Vardy,18,5,174,2726,36,419.9,822.0,1206.0,31,598,244.6,11,1,3,10.3,90
Shinji,Okazaki,0,1,25,269,4,28.6,45.6,90.0,0,59,16.3,0,0,0,0.5,51
Kelechi,Iheanacho,1,5,58,924,16,209.4,135.8,230.0,3,160,56.9,1,0,2,0.8,57
Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Rachid,Ghezzal,1,0,28,733,13,307.0,147.8,228.0,2,112,68.3,1,0,3,0.1,50
Filip,Benkovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Çaglar,Söyüncü,0,0,9,371,4,6.8,76.6,22.0,0,48,10.6,0,0,1,0.0,48
Nampalys,Mendy,0,1,58,2085,29,135.5,235.8,23.0,0,291,39.5,7,0,5,0.9,43
Josh,Knight,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Harvey,Barnes,1,3,43,1001,16,242.0,172.8,534.0,1,139,94.8,1,0,0,0.2,55
Youri,Tielemans,3,5,63,1087,14,269.7,299.0,249.0,6,267,81.8,3,0,2,1.7,60
Simon,Mignolet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Loris,Karius,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Dejan,Lovren,1,1,63,986,7,29.1,255.8,72.0,9,258,35.7,6,0,1,1.5,49
Alberto,Moreno,0,0,4,154,2,42.0,20.0,5.0,0,24,6.7,0,0,0,0.2,41
Joseph,Gomez,0,0,55,1059,4,92.1,209.8,44.0,2,268,34.7,7,0,2,1.0,48
Joel,Matip,1,0,83,1535,12,57.9,414.6,85.0,7,402,55.9,9,0,3,1.1,49
Ragnar,Klavan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Trent,Alexander-Arnold,1,13,185,2460,14,837.4,734.4,276.0,25,753,184.7,16,0,3,26.9,58
Virgil,van Dijk,4,4,208,3384,22,111.1,993.6,455.0,22,932,156.1,20,0,1,32.3,67
Andrew,Robertson,0,12,213,3216,20,767.2,748.8,318.0,29,906,183.6,21,0,4,33.0,67
Alex,Oxlade-Chamberlain,0,0,2,19,0,10.8,10.2,19.0,0,7,4.0,0,0,0,0.1,64
Jordan,Henderson,1,3,76,1976,14,311.7,358.8,182.0,2,397,85.4,12,1,1,0.7,53
Adam,Lallana,0,1,23,460,3,139.0,85.4,113.0,0,96,33.8,3,0,1,0.6,69
Sadio,Mané,22,3,231,3076,21,692.8,1015.8,1332.0,24,703,304.0,19,0,2,38.6,103
Georginio,Wijnaldum,3,1,108,2723,16,405.2,437.6,338.0,9,470,118.4,18,0,3,1.4,55
Mohamed,Salah,22,12,259,3254,20,973.9,1186.8,2168.0,18,687,432.7,21,0,1,33.9,132
James,Milner,5,5,101,1778,13,725.2,587.2,374.0,12,448,169.2,9,1,5,2.5,56
Fabio Henrique,Tavares,1,2,65,2011,14,283.4,406.2,173.0,0,305,86.4,11,0,6,0.6,55
Naby,Keita,2,1,67,1385,8,213.1,293.6,356.0,3,246,86.3,10,0,0,1.5,71
Roberto,Firmino,12,8,160,2606,15,670.1,774.8,1240.0,24,647,267.8,19,0,0,14.2,93
Xherdan,Shaqiri,6,5,88,1052,6,344.7,363.6,282.0,4,302,99.1,7,0,2,2.1,68
Alisson,Ramses Becker,0,0,176,3420,22,0.1,677.0,0.0,9,771,67.6,21,0,1,23.4,59
Daniel,Sturridge,2,1,34,498,5,117.6,117.6,186.0,2,121,41.7,2,0,1,1.0,56
Divock,Origi,3,1,32,364,2,45.0,143.4,195.0,1,122,38.2,3,0,0,0.3,50
Rafael,Camacho,0,0,1,1,1,0.0,2.0,0.0,0,3,0.2,0,0,0,0.0,50
Curtis,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Riyad,Mahrez,7,4,102,1331,9,450.8,459.4,731.0,14,349,164.1,4,0,0,1.7,82
Ederson,Santana de Moraes,0,1,169,3420,23,33.0,535.2,0.0,6,700,56.8,20,0,2,22.9,57
Claudio,Bravo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
John,Stones,0,0,83,1761,15,115.5,376.6,49.0,9,431,54.1,9,0,1,4.6,52
Vincent,Kompany,1,0,58,1220,7,44.2,329.0,55.0,4,294,43.0,6,0,6,1.7,52
Nicolás,Otamendi,0,0,70,1233,7,53.7,281.2,143.0,5,335,47.8,9,0,1,2.6,60
Kyle,Walker,1,1,150,2776,17,448.4,498.8,183.0,11,684,113.1,18,0,3,12.1,64
Danilo Luiz,da Silva,1,0,46,805,7,118.0,165.2,99.0,7,202,38.2,4,0,1,0.6,48
Benjamin,Mendy,0,6,59,900,6,222.7,250.8,70.0,6,262,54.2,4,0,1,5.9,61
Aymeric,Laporte,3,3,177,3056,21,239.3,790.0,278.0,16,768,131.2,18,0,3,16.7,63
Fabian,Delph,0,1,29,722,9,97.8,153.8,24.0,2,186,27.5,3,1,1,0.3,53
Raheem,Sterling,17,15,234,2770,19,937.4,1060.0,1572.0,25,743,357.1,17,0,3,24.8,117
David,Silva,6,8,143,2399,14,1150.3,715.2,1092.0,14,614,295.8,16,0,2,4.4,85
Fernando,Luiz Rosa,1,3,79,2375,15,396.8,534.6,208.0,4,444,114.2,12,0,5,2.9,53
Kevin,De Bruyne,2,3,59,968,3,562.3,301.4,317.0,8,268,117.9,6,0,2,3.4,96
Ilkay,Gündogan,6,3,113,2129,15,819.7,548.8,447.0,10,528,181.6,13,0,3,2.3,54
Leroy,Sané,10,12,156,1857,14,645.0,716.8,1039.0,13,520,240.3,9,0,1,7.3,93
Bernardo Mota,Veiga de Carvalho e Silva,7,8,154,2849,22,1026.3,796.4,1069.0,17,649,289.6,15,0,3,13.6,78
Phil,Foden,1,0,25,328,0,133.8,85.0,208.0,3,93,42.6,2,0,0,0.2,45
Brahim,Diaz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Oleksandr,Zinchenko,0,3,44,1151,4,278.6,279.2,77.0,1,230,63.5,9,0,1,0.2,47
Sergio,Agüero,21,11,201,2457,15,523.7,946.6,1685.0,26,740,315.4,17,0,4,42.7,120
Gabriel Fernando,de Jesus,7,3,79,1017,11,300.5,395.2,864.0,7,259,156.3,2,0,1,1.6,99
Arijanet,Muric,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Philippe,Sandler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
David,de Gea,0,0,120,3420,54,0.0,846.0,0.0,7,636,84.5,7,0,1,16.2,57
Sergio,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Chris,Smalling,1,0,56,2127,36,31.0,453.4,176.0,3,335,66.0,4,0,1,1.4,56
Phil,Jones,0,1,43,1261,17,44.8,300.8,42.0,3,273,39.0,3,0,1,0.5,51
Luke,Shaw,1,5,91,2591,39,505.6,586.2,287.0,11,489,138.1,6,0,11,8.1,51
Marcos,Rojo,0,0,2,209,5,3.1,42.2,63.0,0,15,10.9,0,0,2,0.1,49
Antonio,Valencia,0,0,17,466,5,111.2,61.4,6.0,1,92,17.9,2,0,2,0.7,64
Matteo,Darmian,0,0,14,443,8,34.9,84.2,7.0,2,83,12.6,1,0,0,0.2,46
Daley,Blind,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Eric,Bailly,0,0,16,636,13,3.4,125.0,35.0,0,109,16.5,1,1,0,1.3,50
Victor,Lindelöf,1,1,85,2600,40,75.3,533.0,118.0,9,527,72.8,6,0,1,5.2,49
Ashley,Young,2,3,73,2568,44,650.5,554.4,124.0,4,450,133.0,4,1,8,1.7,57
José Diogo,Dalot Teixeira,0,2,27,1009,18,259.0,184.4,94.0,0,171,53.7,1,0,3,0.2,53
Alexis,Sánchez,1,5,47,869,10,297.2,207.6,307.0,1,168,81.1,2,0,3,1.2,100
Nemanja,Matic,1,0,59,2437,37,247.9,477.6,183.0,2,371,90.9,6,1,6,0.7,50
Juan,Mata,3,4,70,1284,15,464.0,258.4,262.0,7,274,98.6,5,0,3,1.2,61
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145.0,0,119,38.1,1,0,1,0.4,48
Ander,Herrera,2,3,62,1397,18,234.6,399.2,257.0,6,302,89.2,5,0,4,0.5,50
Jesse,Lingard,4,3,78,1657,26,306.1,310.0,395.0,5,270,101.1,3,0,3,2.6,67
Anthony,Martial,10,4,122,1613,25,503.3,532.8,755.0,13,389,178.9,5,0,2,3.4,72
Paul,Pogba,13,10,179,3007,43,822.3,1096.8,1246.0,19,648,316.9,8,0,6,33.7,86
Scott,McTominay,2,0,38,862,18,33.1,175.4,180.0,4,152,38.8,1,0,1,1.2,42
Frederico,Rodrigues de Paula Santos,1,2,40,1039,19,203.2,177.6,87.0,3,180,46.9,1,0,2,1.2,53
Marcus,Rashford,10,7,128,2331,35,542.3,650.0,1064.0,14,425,224.6,6,1,3,21.9,73
Romelu,Lukaku,12,1,115,2126,38,330.2,550.6,1052.0,14,361,193.5,4,0,4,3.9,107
Andreas,Pereira,1,1,27,590,13,139.5,132.8,67.0,2,115,33.8,1,0,5,0.3,45
Lee,Grant,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Angel,Gomes,0,0,2,25,1,2.3,5.2,18.0,0,4,2.6,0,0,0,0.0,50
James,Garner,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45
Tahith,Chong,0,0,2,37,1,2.1,6.2,39.0,0,3,4.7,0,0,0,0.0,45
Mason,Greenwood,0,0,4,115,2,43.3,24.0,90.0,0,12,15.7,0,0,0,0.2,45
Robert,Elliot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Martin,Dubravka,0,0,131,3420,48,0.0,783.6,0.0,10,647,78.4,11,0,1,1.0,50
DeAndre,Yedlin,1,2,63,2472,41,406.3,436.4,113.0,1,325,95.8,5,1,6,0.9,45
Ciaran,Clark,3,0,42,857,15,25.0,293.2,105.0,4,194,42.6,2,0,1,0.2,45
Jamaal,Lascelles,0,1,95,2745,36,46.8,632.4,113.0,8,539,79.6,10,0,4,3.1,47
Paul,Dummett,0,0,67,1986,27,94.0,424.2,58.0,3,365,57.6,7,0,1,0.2,44
Florian,Lejeune,0,0,35,1054,13,82.5,211.6,59.0,0,209,35.3,4,0,0,0.1,44
Javier,Manquillo,0,3,53,1098,16,127.3,231.0,28.0,5,231,38.8,4,0,2,0.3,43
Chancel,Mbemba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Matt,Ritchie,2,8,110,2927,40,973.8,712.4,448.0,7,504,213.6,10,0,9,0.6,58
Jonjo,Shelvey,1,1,39,943,13,351.7,226.2,154.0,2,170,73.2,5,0,1,0.3,53
Mohamed,Diamé,0,0,56,2162,32,82.9,310.8,204.0,0,213,60.0,7,0,3,0.1,48
Christian,Atsu,1,1,55,1481,18,273.0,218.8,331.0,0,175,82.3,6,0,2,0.1,51
Jacob,Murphy,0,1,16,296,8,31.1,53.6,22.0,0,50,10.7,1,0,0,0.0,47
Mikel,Merino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Isaac,Hayden,1,4,69,1857,25,298.8,412.0,232.0,5,306,94.4,7,1,3,1.4,43
Sung-yueng,Ki,0,1,38,1298,20,258.4,163.2,45.0,1,197,46.7,4,0,2,0.1,47
Dwight,Gayle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,60
Ayoze,Pérez,12,2,141,2916,35,585.6,783.6,954.0,19,541,232.1,11,0,2,3.4,61
Jose Luis,Mato Sanmartín,2,0,30,586,15,35.9,121.4,290.0,3,89,44.6,1,0,1,2.1,47
Robert Kenedy,Nunes do Nascimento,1,1,50,1337,18,187.9,212.8,297.0,1,161,69.8,6,0,1,0.5,47
Fabian,Schär,4,1,93,2000,23,148.6,669.4,220.0,9,403,103.8,7,0,12,1.3,45
Yoshinori,Muto,1,0,24,514,10,66.8,71.8,140.0,0,65,27.4,1,0,1,0.1,56
Salomón,Rondón,11,8,148,2601,31,468.0,645.6,1249.0,20,466,236.0,9,0,1,7.7,59
Federico,Fernández,0,2,47,1482,24,63.7,350.0,70.0,5,277,48.5,3,0,2,0.2,44
Jamie,Sterry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Sean,Longstaff,1,1,26,686,9,71.8,130.4,106.0,1,117,30.9,3,0,2,0.0,45
Frederick,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Callum,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Miguel,Almirón,0,2,28,758,11,189.8,121.4,235.0,0,107,54.6,3,0,0,0.2,60
Antonio,Barreca,0,0,1,4,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.0,41
Kelland,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Lewis,Cass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Danny,Ings,7,3,90,1650,27,346.9,433.8,808.0,11,310,158.4,5,0,1,3.2,54
Alex,McCarthy,0,0,73,2250,44,0.0,585.2,0.0,6,414,58.6,4,0,1,2.0,43
Fraser,Forster,0,0,2,90,3,0.0,22.2,0.0,0,13,2.2,0,0,0,0.6,42
Ryan,Bertrand,1,0,56,2160,42,379.4,326.8,123.0,1,291,82.6,6,0,8,2.4,48
Maya,Yoshida,0,1,44,1518,29,57.4,387.0,189.0,4,278,63.4,3,0,0,1.1,41
Cédric,Soares,1,2,52,1493,31,226.5,309.0,103.0,7,273,63.9,4,0,4,2.1,42
Jack,Stephens,1,0,47,1697,35,65.5,394.4,143.0,4,282,60.4,3,0,4,0.3,42
Sam,McQueen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40
Jan,Bednarek,0,1,49,2150,37,108.8,616.0,91.0,3,365,81.9,3,0,7,7.4,40
Wesley,Hoedt,0,0,29,1170,24,20.0,283.6,41.0,3,206,34.7,4,0,2,0.2,42
Steven,Davis,0,1,9,97,4,41.6,38.8,2.0,2,39,8.2,0,0,0,0.0,46
James,Ward-Prowse,7,0,94,1940,41,695.8,592.0,387.0,15,390,167.4,3,0,4,3.7,51
Oriol,Romeu Vidal,1,0,55,2131,37,158.4,455.2,124.0,3,282,74.0,6,0,11,2.2,42
Pierre-Emile,Højbjerg,4,3,90,2760,59,445.6,616.0,421.0,8,477,148.8,4,2,7,3.2,44
Sofiane,Boufal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Joshua,Sims,0,1,11,208,6,18.5,21.8,56.0,0,27,9.6,0,0,0,0.0,44
Nathan,Redmond,6,5,137,3272,58,802.3,665.4,950.0,12,433,241.4,9,0,3,6.9,55
Mario,Lemina,1,2,50,1612,37,214.7,313.0,188.0,2,270,71.6,4,0,5,0.2,47
Stuart,Armstrong,3,4,75,1421,26,392.4,305.6,379.0,3,269,107.5,5,0,2,0.2,51
Mohamed,Elyounoussi,0,0,28,785,10,228.3,94.2,220.0,0,91,54.2,4,0,0,0.1,60
Shane,Long,5,2,66,1260,24,179.2,248.6,417.0,5,191,84.2,2,0,3,4.9,47
Charlie,Austin,2,2,46,970,17,115.3,158.4,405.0,1,117,67.4,5,0,1,0.4,55
Manolo,Gabbiadini,1,0,23,468,12,72.7,74.4,167.0,3,56,30.8,0,0,0,0.1,56
Guido,Carrillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Angus,Gunn,0,0,47,1080,18,0.0,239.2,0.0,4,206,23.8,3,0,0,1.1,43
Jannik,Vestergaard,0,0,50,2027,31,76.6,576.6,104.0,0,396,75.9,4,0,2,0.2,46
Matt,Targett,1,3,36,1185,25,366.8,314.2,181.0,3,229,86.2,0,0,2,0.1,42
Michael,Obafemi,1,1,13,134,3,27.4,62.6,127.0,0,46,21.6,0,0,1,0.0,50
Yan,Valery,2,1,54,1709,30,124.7,329.4,157.0,0,251,60.7,3,1,3,4.1,41
Tyreke,Johnson,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45
Kayne,Ramsay,0,0,1,90,3,0.0,11.2,0.0,0,9,1.1,0,0,0,0.0,40
Callum,Slattery,0,0,4,110,1,2.6,15.8,24.0,0,12,4.2,0,0,0,0.0,45
Sam,Gallagher,0,0,4,32,1,0.3,0.0,0.0,0,6,0.0,0,0,0,0.1,45
Alfie,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Hugo,Lloris,0,0,145,2970,33,0.0,858.2,0.0,10,691,86.0,12,0,0,6.2,54
Michel,Vorm,0,0,5,180,4,0.0,66.8,0.0,1,36,6.6,0,0,0,0.1,47
Toby,Alderweireld,0,0,107,2921,31,139.1,690.2,229.0,7,651,105.7,12,0,3,3.7,60
Danny,Rose,0,4,86,1792,16,416.6,343.6,216.0,5,352,97.6,8,0,5,1.1,58
Jan,Vertonghen,1,0,67,1911,23,116.7,445.4,165.0,7,390,72.7,6,1,3,4.0,59
Ben,Davies,0,0,66,1837,26,256.6,388.2,176.0,5,361,82.3,6,0,2,1.7,56
Kieran,Trippier,1,5,118,2275,23,827.0,601.6,121.0,16,573,155.0,10,0,2,15.2,60
Kyle,Walker-Peters,0,3,28,374,4,104.9,107.4,20.0,4,112,23.1,2,0,1,0.7,42
Davinson,Sánchez,1,2,78,1941,22,60.3,454.2,183.0,4,412,70.0,6,0,2,1.6,58
Serge,Aurier,0,2,24,562,9,108.4,151.6,45.0,0,116,30.5,2,0,1,0.5,57
Eric,Dier,3,0,56,1504,18,150.1,363.4,121.0,3,269,63.6,5,0,4,0.9,47
Mousa,Dembélé,0,0,14,512,6,17.5,51.0,1.0,0,74,7.1,1,0,1,0.7,49
Erik,Lamela,4,4,67,965,12,339.9,263.8,441.0,5,231,104.1,4,0,2,0.3,59
Christian,Eriksen,8,12,161,2770,37,1148.7,876.0,801.0,15,675,283.0,8,0,3,7.7,92
Bamidele,Alli,5,4,94,1822,21,436.6,467.2,681.0,8,356,158.5,8,0,4,2.5,88
Victor,Wanyama,1,0,24,511,4,45.0,113.2,80.0,2,105,23.9,3,0,2,0.1,49
Heung-Min,Son,12,8,159,2033,23,508.0,690.6,1002.0,17,489,219.9,10,1,2,10.6,86
Harry,Winks,1,0,53,1589,17,168.6,268.2,71.0,3,275,50.7,6,0,4,0.1,55
Moussa,Sissoko,0,3,76,2329,28,380.7,329.0,193.0,3,395,90.2,11,0,2,0.3,49
Lucas,Rodrigues Moura da Silva,10,2,131,2115,18,415.6,556.4,650.0,8,340,161.9,14,0,3,11.9,69
Fernando,Llorente,1,4,41,681,8,189.5,138.0,307.0,3,104,63.1,2,0,2,1.5,51
Harry,Kane,17,6,160,2423,31,430.0,824.6,1359.0,24,561,261.3,9,0,5,12.4,126
Georges-Kévin,Nkoudou,0,1,4,4,0,14.3,19.0,0.0,0,17,3.3,0,0,0,0.0,48
Luke,Amos,0,0,1,2,0,0.1,2.2,0.0,0,3,0.2,0,0,0,0.1,43
